,DealYear,DealMonth,Date,Area,Address,Rooms,Surface,Floor,Price,PPSQM,BuildYear
21116,2015.0,5.0,31/5/2015,ness-ziona-rehovot,טרומפלדור 9,4,100,1,"1,450,000","14,500",1965
21117,2015.0,5.0,31/5/2015,ness-ziona-rehovot,מקס שיין 6,5,130,12,"1,820,000","14,000",2013
21118,2015.0,5.0,31/5/2015,ness-ziona-rehovot,דרך גבעות הכורכר 33,,,,"2,302,303",,
21119,2015.0,5.0,30/5/2015,ness-ziona-rehovot,השקד 103,3,60,4,"790,000","13,166",1960
21120,2015.0,5.0,30/5/2015,ness-ziona-rehovot,השקד 103,3,60,4,"790,000","13,166",1960
21121,2015.0,5.0,29/5/2015,ness-ziona-rehovot,אבן עזרא,5,123,5,"1,475,000","11,991",2015
21122,2015.0,5.0,29/5/2015,ness-ziona-rehovot,צאלון 3,4,81,6,"1,200,000","14,814",1998
21123,2015.0,5.0,29/5/2015,ness-ziona-rehovot,בגין מנחם 13,5,135,2,"1,900,000","14,074",2006
21124,2015.0,5.0,29/5/2015,ness-ziona-rehovot,כרמל 11,3.5,78,10,"1,540,000","19,743",2007
21125,2015.0,5.0,28/5/2015,ness-ziona-rehovot,הסביונים 8,4,84,1,"1,215,000","14,464",1990
21126,2015.0,5.0,28/5/2015,ness-ziona-rehovot,עזרא 3,3,67,5,"1,140,000","17,014",1988
21127,2015.0,5.0,28/5/2015,ness-ziona-rehovot,רחובות,5,125,1,"1,820,900","14,567",2014
21128,2015.0,5.0,28/5/2015,ness-ziona-rehovot,עזרא 26,3,60,2,"1,150,000","19,166",1990
21129,2015.0,5.0,28/5/2015,ness-ziona-rehovot,אבן עזרא 33,4,100,6,"1,289,600","12,896",2015
21130,2015.0,5.0,28/5/2015,ness-ziona-rehovot,אברבנאל,5,125,6,"1,805,047","14,440",2014
21131,2015.0,5.0,28/5/2015,ness-ziona-rehovot,ברנר 56,3,65,2,"1,050,000","16,153",1980
21132,2015.0,5.0,28/5/2015,ness-ziona-rehovot,מילצן חיים אליעזר 15,3.5,77,2,"790,000","10,259",2007
21133,2015.0,5.0,28/5/2015,ness-ziona-rehovot,רחובות,4,103,15,"1,620,000","15,728",2015
21134,2015.0,5.0,28/5/2015,ness-ziona-rehovot,אבן עזרא 99,4,100,14,"1,349,600","13,496",2015
21135,2015.0,5.0,28/5/2015,ness-ziona-rehovot,אלוני דב 4,4,132,3,"2,440,000","18,484",2010
21136,2015.0,4.0,30/4/2015,ness-ziona-rehovot,האמוראים 16,3,72,2,"547,486","7,603",1977
21137,2015.0,4.0,30/4/2015,ness-ziona-rehovot,שדרות הקיבוצים 24,,,,"1,360,000",,
21138,2015.0,4.0,30/4/2015,ness-ziona-rehovot,אדום,6,160,6,"2,950,000","18,437",2015
21139,2015.0,4.0,30/4/2015,ness-ziona-rehovot,"ברמן יעקב,הרב",5,135,6,"1,940,000","14,370",2014
21140,2015.0,4.0,30/4/2015,ness-ziona-rehovot,לרר משה,4,100,4,"2,000,000","20,000",2009
21141,2015.0,4.0,30/4/2015,ness-ziona-rehovot,יונתן נתניהו,3,59,1,"410,000","6,949",2000
21142,2015.0,4.0,30/4/2015,ness-ziona-rehovot,נחמה נאמן,6,148,,"2,120,000","14,324",2014
21143,2015.0,4.0,30/4/2015,ness-ziona-rehovot,כרמל,4,100,10,"1,760,000","17,600",2009
21144,2015.0,4.0,30/4/2015,ness-ziona-rehovot,אבן עזרא,4,103,7,"1,524,000","14,796",2014
21145,2015.0,4.0,30/4/2015,ness-ziona-rehovot,אפל צבי,3,49,4,"680,000","13,877",1950
21146,2015.0,4.0,30/4/2015,ness-ziona-rehovot,טרומפלדור 3,4,90,1,"930,000","10,333",2005
21147,2015.0,4.0,30/4/2015,ness-ziona-rehovot,דקל 31,7,207,,"2,300,000","11,111",1995
21148,2015.0,4.0,29/4/2015,ness-ziona-rehovot,"לח""י 55",3,64,1,"915,000","14,296",1970
21149,2015.0,4.0,29/4/2015,ness-ziona-rehovot,דוד אלעזר 5,,,,"580,000",,
21150,2015.0,4.0,29/4/2015,ness-ziona-rehovot,דוד אלעזר 5,3,46,3,"580,000","12,608",1970
21151,2015.0,4.0,29/4/2015,ness-ziona-rehovot,לח''י 55,,,,"915,000",,
21152,2015.0,4.0,29/4/2015,ness-ziona-rehovot,גורודיסקי יהודה 33,5,134,8,"2,100,000","15,671",2015
21153,2015.0,4.0,29/4/2015,ness-ziona-rehovot,כרמל 17,4,117,4,"1,560,000","13,333",2011
21154,2015.0,4.0,29/4/2015,ness-ziona-rehovot,קובנר 6,3,62,3,"715,000","11,532",1976
21155,2015.0,4.0,29/4/2015,ness-ziona-rehovot,סיגלית 7,5,160,,"2,577,500","16,109",1990
21156,2015.0,4.0,29/4/2015,ness-ziona-rehovot,הפרדסים 29,4,82,1,"1,646,000","20,073",2008
21157,2015.0,4.0,28/4/2015,ness-ziona-rehovot,מילר טוביה 8,4,112,4,"1,750,000","15,625",2010
21158,2015.0,4.0,28/4/2015,ness-ziona-rehovot,רחובות 99,5,125,7,"1,928,047","15,424",2015
21159,2015.0,4.0,28/4/2015,ness-ziona-rehovot,שדרות גלוסקין 29,,,,"1,301,300",,
21160,2015.0,4.0,28/4/2015,ness-ziona-rehovot,הר הצופים 13,4,101,6,"1,385,000","13,712",2000
21161,2015.0,4.0,28/4/2015,ness-ziona-rehovot,גולדין 7,3,74,3,"1,267,670","17,130",2015
21162,2015.0,4.0,28/4/2015,ness-ziona-rehovot,דובנוב שמעון 4,4,100,5,"1,350,000","13,500",2010
21163,2015.0,4.0,28/4/2015,ness-ziona-rehovot,גלוסקין 29,4,88,1,"1,301,300","14,787",1974
21164,2015.0,4.0,28/4/2015,ness-ziona-rehovot,דולינסקי 9,3,63,5,"600,000","9,523",1978
21165,2015.0,4.0,28/4/2015,ness-ziona-rehovot,פלמח 6,6,160,,"2,350,000","14,687",2014
21166,2015.0,3.0,31/3/2015,ness-ziona-rehovot,מנוחה ונחלה 16,4.5,105,3,"1,240,000","11,809",1977
21167,2015.0,3.0,31/3/2015,ness-ziona-rehovot,מוסקוביץ 6,7,200,7,"3,000,000","15,000",2015
21168,2015.0,3.0,31/3/2015,ness-ziona-rehovot,גלזר אליהו 1,3,50,2,"1,000,000","20,000",1970
21169,2015.0,3.0,31/3/2015,ness-ziona-rehovot,סמ נחמני 5,5,128,6,"1,730,000","13,515",1996
21170,2015.0,3.0,31/3/2015,ness-ziona-rehovot,מגיני הגליל 49,4,112,5,"1,375,000","12,276",1995
21171,2015.0,3.0,31/3/2015,ness-ziona-rehovot,"עמ""י 18",4,113,6,"1,390,000","12,300",1995
21172,2015.0,3.0,31/3/2015,ness-ziona-rehovot,דרך ירושלים 4,2.5,48,,"570,000","11,875",1970
21173,2015.0,3.0,31/3/2015,ness-ziona-rehovot,"רפאל סויסה,שד 14",5,122,,"2,055,900","16,851",2014
21174,2015.0,3.0,31/3/2015,ness-ziona-rehovot,מאאס הרמן 4,5,105,6,"1,490,000","14,190",2007
21175,2015.0,3.0,31/3/2015,ness-ziona-rehovot,יהודה הלוי 22,4,118,1,"1,405,000","11,906",2010
21176,2015.0,3.0,31/3/2015,ness-ziona-rehovot,רחובות,5,120,3,"1,845,900","15,382",2014
21177,2015.0,3.0,31/3/2015,ness-ziona-rehovot,מילר טובה וטוביה 23,5,102,7,"1,750,000","17,156",1984
21178,2015.0,3.0,31/3/2015,ness-ziona-rehovot,גולדין 7,3,74,5,"1,267,670","17,130",2015
21179,2015.0,3.0,31/3/2015,ness-ziona-rehovot,רוטשילד 21,3,88,2,"1,570,000","17,840",2011
21180,2015.0,3.0,30/3/2015,ness-ziona-rehovot,כרמל 11,3.5,78,3,"1,430,000","18,333",2005
21181,2015.0,3.0,30/3/2015,ness-ziona-rehovot,מוסקוביץ 37,5,111,1,"1,560,000","14,054",1990
21182,2015.0,3.0,30/3/2015,ness-ziona-rehovot,אבן עזרא,4,103,10,"1,580,000","15,339",2015
21183,2015.0,3.0,30/3/2015,ness-ziona-rehovot,השריון 12,5,127,6,"1,710,000","13,464",1992
21184,2015.0,3.0,30/3/2015,ness-ziona-rehovot,ההסתדרות 8,3,48,2,"903,096","18,814",1960
21185,2015.0,3.0,30/3/2015,ness-ziona-rehovot,הרב מדר זכריה 13,4,100,7,"1,100,000","11,000",1993
21186,2015.0,3.0,30/3/2015,ness-ziona-rehovot,מששוילי מנחם 8,5,160,,"2,215,000","13,843",2002
21187,2015.0,3.0,30/3/2015,ness-ziona-rehovot,אבנר בן נר 308,5,121,6,"2,432,432","20,102",2015
21188,2015.0,3.0,30/3/2015,ness-ziona-rehovot,ההסתדרות 4,,,,"901,442",,
21189,2015.0,3.0,30/3/2015,ness-ziona-rehovot,לח''י 10,,,,"1,280,000",,
21190,2015.0,3.0,30/3/2015,ness-ziona-rehovot,דונדיקוב 5,3.5,94,7,"1,140,000","12,127",1973
21191,2015.0,3.0,30/3/2015,ness-ziona-rehovot,לח''י 10,,,,"1,280,000",,
21192,2015.0,3.0,30/3/2015,ness-ziona-rehovot,אבן עזרא,4,105,7,"1,450,000","13,809",2014
21193,2015.0,3.0,30/3/2015,ness-ziona-rehovot,אבן עזרא,5,124,10,"1,875,000","15,120",2015
21194,2015.0,3.0,30/3/2015,ness-ziona-rehovot,אבנר בן נר 4,4,84,3,"1,530,000","18,214",2014
21195,2015.0,3.0,30/3/2015,ness-ziona-rehovot,דונדיקוב 5,,,,"1,140,000",,
21196,2015.0,2.0,28/2/2015,ness-ziona-rehovot,"עמ""י 24",4,112,3,"1,415,000","12,633",1996
21197,2015.0,2.0,27/2/2015,ness-ziona-rehovot,אבן עזרא,4,111,12,"1,650,000","14,864",2013
21198,2015.0,2.0,27/2/2015,ness-ziona-rehovot,"קק""ל",3,60,1,"1,105,000","18,416",1960
21199,2015.0,2.0,27/2/2015,ness-ziona-rehovot,אבן עזרא 66,5,124,5,"1,670,000","13,467",2014
21200,2015.0,2.0,27/2/2015,ness-ziona-rehovot,הר גלבוע,,,,"1,532,878",,
21201,2015.0,2.0,26/2/2015,ness-ziona-rehovot,מאאס הרמן 5,4,96,3,"1,430,000","14,895",2000
21202,2015.0,2.0,26/2/2015,ness-ziona-rehovot,יעקב 34,4,94,2,"1,360,000","14,468",2011
21203,2015.0,2.0,26/2/2015,ness-ziona-rehovot,רחובות 120,3.5,116,3,"1,494,332","12,882",2014
21204,2015.0,2.0,26/2/2015,ness-ziona-rehovot,התחיה,2.5,57,3,"800,000","14,035",1970
21205,2015.0,2.0,26/2/2015,ness-ziona-rehovot,מוסקוביץ 41,2,47,2,"880,000","18,723",1960
21206,2015.0,2.0,26/2/2015,ness-ziona-rehovot,מנוחה ונחלה 16,4,107,1,"1,270,000","11,869",1976
21207,2015.0,2.0,26/2/2015,ness-ziona-rehovot,רחובות 7,4,127,6,"1,390,000","10,944",2014
21208,2015.0,2.0,26/2/2015,ness-ziona-rehovot,הר הצופים 123,5,120,,"1,934,156","16,117",2013
21209,2015.0,2.0,26/2/2015,ness-ziona-rehovot,גלוסקין 18,3.5,84,2,"1,150,000","13,690",1968
21210,2015.0,2.0,26/2/2015,ness-ziona-rehovot,הר גלבוע,,,,"1,494,332",,
21211,2015.0,2.0,26/2/2015,ness-ziona-rehovot,הר אביטל 27,,,,"1,934,154",,
21212,2015.0,2.0,26/2/2015,ness-ziona-rehovot,הר הצופים 122,5,133,1,"1,582,184","11,896",2013
21213,2015.0,2.0,26/2/2015,ness-ziona-rehovot,הטייסים 25,5,153,,"2,720,000","17,777",1980
21214,2015.0,2.0,26/2/2015,ness-ziona-rehovot,האירוס 7,5.5,133,2,"1,280,000","9,624",1999
21215,2015.0,2.0,26/2/2015,ness-ziona-rehovot,שבזי 29,5,100,6,"1,480,000","14,800",2011
21216,2015.0,2.0,26/2/2015,ness-ziona-rehovot,כובשי יוסף 6,5,125,1,"1,330,000","10,640",1970
21217,2015.0,2.0,26/2/2015,ness-ziona-rehovot,רחובות 2,5,125,2,"1,750,000","14,000",2014
21218,2015.0,2.0,26/2/2015,ness-ziona-rehovot,פדובה טוביה 3,3,68,1,"1,000,000","14,705",1975
21219,2015.0,2.0,26/2/2015,ness-ziona-rehovot,הר הצופים 29,4.5,95,6,"1,515,000","15,947",2002
21220,2015.0,2.0,25/2/2015,ness-ziona-rehovot,הפרדסים 4,4,87,1,"1,600,000","18,390",2008
21221,2015.0,2.0,25/2/2015,ness-ziona-rehovot,רוטשילד 29,4,110,5,"2,070,000","18,818",2012
21222,2015.0,2.0,25/2/2015,ness-ziona-rehovot,אבן עזרא,5,125,5,"1,722,000","13,776",2014
21223,2015.0,2.0,25/2/2015,ness-ziona-rehovot,חיים טפר 4,4,123,3,"1,805,000","14,674",2005
21224,2015.0,2.0,25/2/2015,ness-ziona-rehovot,ביאלר קלמן 13,6,157,1,"2,100,000","13,375",1998
21225,2015.0,2.0,25/2/2015,ness-ziona-rehovot,ארז 5,7,235,1,"2,240,000","9,531",1995
21226,2015.0,1.0,30/1/2015,ness-ziona-rehovot,רחובות,4,102,2,"1,375,000","13,480",2015
21227,2015.0,1.0,30/1/2015,ness-ziona-rehovot,רחובות 2,5,124,2,"1,571,700","12,675",2014
21228,2015.0,1.0,30/1/2015,ness-ziona-rehovot,הר הצופים 23,,,,"1,662,862",,
21229,2015.0,1.0,30/1/2015,ness-ziona-rehovot,הר הצופים 121,5,133,3,"1,662,864","12,502",2014
21230,2015.0,1.0,30/1/2015,ness-ziona-rehovot,החלוץ 12,4,97,1,"1,020,000","10,515",1997
21231,2015.0,1.0,30/1/2015,ness-ziona-rehovot,אגוז 43,5,112,3,"1,480,000","13,214",1995
21232,2015.0,1.0,30/1/2015,ness-ziona-rehovot,אבן עזרא,4,103,4,"1,500,000","14,563",2014
21233,2015.0,1.0,30/1/2015,ness-ziona-rehovot,אבן עזרא,4,104,5,"1,450,000","13,942",2015
21234,2015.0,1.0,30/1/2015,ness-ziona-rehovot,עזרא 13,3,44,4,"700,000","15,909",1960
21235,2015.0,1.0,30/1/2015,ness-ziona-rehovot,,,,,"1,807,228",,
21236,2015.0,1.0,30/1/2015,ness-ziona-rehovot,אלי כהן 64,2.5,30,1,"1,807,228","60,240",1950
21237,2015.0,1.0,29/1/2015,ness-ziona-rehovot,רחובות 2,6,150,16,"2,890,000","19,266",2014
21238,2015.0,1.0,29/1/2015,ness-ziona-rehovot,לדיזנסקי 9,3,61,4,"665,000","10,901",1980
21239,2015.0,1.0,29/1/2015,ness-ziona-rehovot,סעדיה גאון 12,4,92,2,"1,336,336","14,525",2014
21240,2015.0,1.0,29/1/2015,ness-ziona-rehovot,האירוסים 41,3,70,5,"1,150,000","16,428",1987
21241,2015.0,1.0,29/1/2015,ness-ziona-rehovot,ארלוזורוב 60,5,125,5,"1,450,000","11,600",2014
21242,2015.0,1.0,29/1/2015,ness-ziona-rehovot,אבן עזרא,4,105,3,"1,343,000","12,790",2014
21243,2015.0,1.0,29/1/2015,ness-ziona-rehovot,סעדיה גאון 18,,,,"1,336,336",,
21244,2015.0,1.0,29/1/2015,ness-ziona-rehovot,הרצל 22,4,118,1,"1,300,000","11,016",1987
21245,2015.0,1.0,29/1/2015,ness-ziona-rehovot,גלוסקין 40,2,41,,"1,090,000","26,585",1950
21246,2015.0,1.0,29/1/2015,ness-ziona-rehovot,בוסל 24,2.5,60,,"1,925,000","32,083",1955
21247,2015.0,1.0,29/1/2015,ness-ziona-rehovot,אבן עזרא,5,127,1,"1,570,000","12,362",2014
21248,2015.0,1.0,29/1/2015,ness-ziona-rehovot,אבן עזרא,4,100,3,"1,600,000","16,000",2015
21249,2015.0,1.0,29/1/2015,ness-ziona-rehovot,האמוראים 10,3,58,1,"830,000","14,310",1976
21250,2015.0,1.0,29/1/2015,ness-ziona-rehovot,הר הצופים 122,5,133,4,"1,667,178","12,535",2014
21251,2015.0,1.0,29/1/2015,ness-ziona-rehovot,אברמסון מירון 5,4.5,103,3,"1,390,000","13,495",2000
21252,2015.0,1.0,29/1/2015,ness-ziona-rehovot,הזמיר 12,6,170,,"3,060,000","18,000",2006
21253,2015.0,1.0,29/1/2015,ness-ziona-rehovot,בני משה 17,6,143,9,"2,010,000","14,055",2015
21254,2015.0,1.0,29/1/2015,ness-ziona-rehovot,אופק 99,4,89,,"1,660,000","18,651",2014
21255,2015.0,1.0,29/1/2015,ness-ziona-rehovot,אופק 99,4,87,2,"1,641,095","18,863",2014
21256,2016.0,12.0,31/12/2016,ness-ziona-rehovot,,,,,"2,180,000",,
21257,2016.0,12.0,31/12/2016,ness-ziona-rehovot,תלמה ילין 7,6,168,,"105,076",625,2011
21258,2016.0,12.0,31/12/2016,ness-ziona-rehovot,,6,168,,"105,076",625,2011
21259,2016.0,12.0,30/12/2016,ness-ziona-rehovot,,6,140,,"3,075,000","21,964",2012
21260,2016.0,12.0,30/12/2016,ness-ziona-rehovot,שמחה וילקומיץ' 24,,,,"6,203,703",,
21261,2016.0,12.0,30/12/2016,ness-ziona-rehovot,"בר שאול אלימלך,הרב 8",4,93,5,"1,622,000","17,440",1974
21262,2016.0,12.0,30/12/2016,ness-ziona-rehovot,לרר משה 34,6,140,3,"3,075,000","21,964",2012
21263,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,,,,"938,760",,
21264,2016.0,12.0,28/12/2016,ness-ziona-rehovot,אבן עזרא,5,125,4,"2,175,047","17,400",2016
21265,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,3,61,,"1,355,000","22,213",1995
21266,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,,,,"113,858",,
21267,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,,,,"341,573",,
21268,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,,,,"332,991",,
21269,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,,,,"469,380",,
21270,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,,,,"168,603",,
21271,2016.0,12.0,28/12/2016,ness-ziona-rehovot,כוכבי דוד 26,3,61,7,"1,355,000","22,213",1995
21272,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,5,125,,"2,175,047","17,400",2016
21273,2016.0,12.0,28/12/2016,ness-ziona-rehovot,הרצל 1,5,133,5,"2,615,000","19,661",1984
21274,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,3,62,,"400,000","6,451",1990
21275,2016.0,12.0,28/12/2016,ness-ziona-rehovot,פלמח 27,5,150,,"5,740,000","38,266",2013
21276,2016.0,12.0,28/12/2016,ness-ziona-rehovot,קנטרוביץ ניסן 3,3,62,1,"400,000","6,451",1990
21277,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,3,80,,"1,500,000","18,750",1970
21278,2016.0,12.0,28/12/2016,ness-ziona-rehovot,פדובה טוביה 6,3,64,2,"1,026,000","16,031",1970
21279,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,3,64,,"1,026,000","16,031",1970
21280,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,5,133,,"2,615,000","19,661",1984
21281,2016.0,12.0,28/12/2016,ness-ziona-rehovot,לרר משה 18,5,130,6,"2,440,000","18,769",2013
21282,2016.0,12.0,28/12/2016,ness-ziona-rehovot,שד חן 63,3,80,2,"1,500,000","18,750",1970
21283,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,5,130,,"2,440,000","18,769",2013
21284,2016.0,12.0,28/12/2016,ness-ziona-rehovot,,5,150,,"5,740,000","38,266",2013
21285,2016.0,12.0,27/12/2016,ness-ziona-rehovot,,5,120,,"2,150,000","17,916",2009
21286,2016.0,11.0,14/11/2016,ness-ziona-rehovot,וולפסון מילכה 3,4,94,1,"1,780,000","18,936",2012
21287,2016.0,11.0,14/11/2016,ness-ziona-rehovot,הנשיא הראשון 38,4.5,105,6,"1,580,000","15,047",1984
21288,2016.0,11.0,10/11/2016,ness-ziona-rehovot,ארלוזורוב 40,3,67,2,"1,270,000","18,955",1975
21289,2016.0,11.0,10/11/2016,ness-ziona-rehovot,העוגן 6,4,87,3,"2,102,102","24,162",2007
21290,2016.0,11.0,09/11/2016,ness-ziona-rehovot,"הפרדס,סמטה 3",5,122,6,"1,500,000","12,295",2016
21291,2016.0,11.0,09/11/2016,ness-ziona-rehovot,שאול המלך 2,5,127,3,"2,100,000","16,535",2016
21292,2016.0,11.0,09/11/2016,ness-ziona-rehovot,אשכול לוי 39,3,73,5,"1,390,000","19,041",2004
21293,2016.0,11.0,09/11/2016,ness-ziona-rehovot,ההגנה 20,3,61,3,"1,100,000","18,032",2010
21294,2016.0,11.0,08/11/2016,ness-ziona-rehovot,פינסקר לייב 16,5,116,3,"1,900,000","16,379",1979
21295,2016.0,11.0,08/11/2016,ness-ziona-rehovot,"בעש""ט 30",5,120,3,"1,765,000","14,708",2016
21296,2016.0,11.0,08/11/2016,ness-ziona-rehovot,שאול המלך 2,6,167,8,"3,500,000","20,958",2016
21297,2016.0,11.0,08/11/2016,ness-ziona-rehovot,חזון איש 2,4,97,2,"1,600,000","16,494",2012
21298,2016.0,11.0,07/11/2016,ness-ziona-rehovot,מקוב בתיה 12,4,100,3,"1,730,000","17,300",2016
21299,2016.0,11.0,07/11/2016,ness-ziona-rehovot,יעקב 26,4,161,8,"1,800,000","11,180",1976
21300,2016.0,11.0,07/11/2016,ness-ziona-rehovot,ס.יזהר 6,6,248,,"3,500,000","14,112",2016
21301,2016.0,11.0,06/11/2016,ness-ziona-rehovot,מזרחי מרים 18,5,93,4,"1,625,000","17,473",1999
21302,2016.0,11.0,06/11/2016,ness-ziona-rehovot,גן הפקאן 42,5,120,2,"1,985,047","16,542",2016
21303,2016.0,11.0,04/11/2016,ness-ziona-rehovot,השקד 10,6,185,1,"2,150,000","11,621",1999
21304,2016.0,11.0,03/11/2016,ness-ziona-rehovot,"ברמן יעקב,הרב 2",5,110,7,"2,100,000","19,090",2013
21305,2016.0,11.0,02/11/2016,ness-ziona-rehovot,וולפסון מילכה 3,4,94,1,"1,700,000","18,085",2011
21306,2016.0,11.0,02/11/2016,ness-ziona-rehovot,הטייסים 4,4,86,6,"1,550,000","18,023",2016
21307,2016.0,11.0,02/11/2016,ness-ziona-rehovot,מגיני הגליל 47,4,102,7,"1,540,000","15,098",2000
21308,2016.0,11.0,02/11/2016,ness-ziona-rehovot,וולפסון מילכה 3,5,120,,"2,180,000","18,166",2012
21309,2016.0,11.0,01/11/2016,ness-ziona-rehovot,גורודיסקי יהודה 14,3,72,2,"1,100,000","15,277",1998
21310,2016.0,11.0,01/11/2016,ness-ziona-rehovot,ביאלר קלמן 5,4,89,4,"1,500,000","16,853",2000
21311,2016.0,11.0,01/11/2016,ness-ziona-rehovot,בוסתן 7,4,88,3,"1,540,000","17,500",1998
21312,2016.0,10.0,31/10/2016,ness-ziona-rehovot,אבן עזרא,5,125,11,"2,330,000","18,640",2016
21313,2016.0,10.0,31/10/2016,ness-ziona-rehovot,שאול המלך 6,5,125,2,"2,080,000","16,640",2016
21314,2016.0,10.0,31/10/2016,ness-ziona-rehovot,"אלעזר דוד,רב אלוף 11",3,50,4,"750,000","15,000",1999
21315,2016.0,10.0,31/10/2016,ness-ziona-rehovot,בן ציון ש. 15,3,75,4,"1,496,000","19,946",1970
21316,2016.0,10.0,31/10/2016,ness-ziona-rehovot,האירוס 14,4.5,86,,"1,650,000","19,186",1996
21317,2016.0,10.0,31/10/2016,ness-ziona-rehovot,אשכול 3,4,92,3,"1,300,000","14,130",1970
21318,2016.0,10.0,31/10/2016,ness-ziona-rehovot,ההגנה 25,2,43,1,"850,000","19,767",1960
21319,2016.0,10.0,31/10/2016,ness-ziona-rehovot,ארלוזורוב 34,4,103,5,"1,505,000","14,611",2016
21320,2016.0,10.0,31/10/2016,ness-ziona-rehovot,הר הצופים 7,5,102,5,"1,875,000","18,382",1960
21321,2016.0,10.0,31/10/2016,ness-ziona-rehovot,אבנר בן נר 16,5,124,2,"2,400,000","19,354",2009
21322,2016.0,10.0,31/10/2016,ness-ziona-rehovot,אלה,5,124,4,"1,865,000","15,040",2016
21323,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,4,95,,"1,970,000","20,736",2000
21324,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,4,103,,"1,505,000","14,611",2016
21325,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,5,125,,"2,080,000","16,640",2016
21326,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,5,125,,"2,330,000","18,640",2016
21327,2016.0,10.0,31/10/2016,ness-ziona-rehovot,בן ציון ש. 15,3,75,4,"1,496,000","19,946",1970
21328,2016.0,10.0,31/10/2016,ness-ziona-rehovot,אשכול 3,4,92,3,"1,300,000","14,130",1970
21329,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,2,43,,"850,000","19,767",1960
21330,2016.0,10.0,31/10/2016,ness-ziona-rehovot,הנשיא הראשון 52,5,106,12,"2,130,000","20,094",2008
21331,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,5,106,,"2,130,000","20,094",2008
21332,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,5,124,,"1,865,000","15,040",2016
21333,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,3,75,,"1,496,000","19,946",1970
21334,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,4,92,,"1,300,000","14,130",1970
21335,2016.0,10.0,31/10/2016,ness-ziona-rehovot,הקשת 6,4,95,3,"1,970,000","20,736",2000
21336,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,4.5,86,,"1,650,000","19,186",1996
21337,2016.0,10.0,31/10/2016,ness-ziona-rehovot,ארלוזורוב 34,4,103,5,"1,505,000","14,611",2016
21338,2016.0,10.0,31/10/2016,ness-ziona-rehovot,אבנר בן נר 16,5,124,2,"2,400,000","19,354",2009
21339,2016.0,10.0,31/10/2016,ness-ziona-rehovot,האירוס 14,4.5,86,,"1,650,000","19,186",1996
21340,2016.0,10.0,31/10/2016,ness-ziona-rehovot,,5,124,,"2,400,000","19,354",2009
21341,2016.0,10.0,31/10/2016,ness-ziona-rehovot,שאול המלך 6,5,125,2,"2,080,000","16,640",2016
21342,2016.0,9.0,30/9/2016,ness-ziona-rehovot,אלעזר דוד 11,4,108,1,"1,950,000","18,055",2010
21343,2016.0,9.0,30/9/2016,ness-ziona-rehovot,"בר שאול אלימלך,הרב 9",4.5,117,4,"1,525,000","13,034",1980
21344,2016.0,9.0,30/9/2016,ness-ziona-rehovot,"חס""ם 48",5,156,1,"2,250,000","14,423",1994
21345,2016.0,9.0,30/9/2016,ness-ziona-rehovot,יהואש 2,6,155,,"2,470,000","15,935",1980
21346,2016.0,9.0,30/9/2016,ness-ziona-rehovot,מזרחי משה 23,5,127,7,"1,600,000","12,598",2014
21347,2016.0,9.0,30/9/2016,ness-ziona-rehovot,אבן עזרא,4,100,15,"2,090,850","20,908",2016
21348,2016.0,9.0,30/9/2016,ness-ziona-rehovot,רחובות,4,103,11,"1,765,000","17,135",2015
21349,2016.0,9.0,29/9/2016,ness-ziona-rehovot,אחד העם 11,3,74,1,"1,260,000","17,027",1970
21350,2016.0,9.0,27/9/2016,ness-ziona-rehovot,,4,100,,"1,650,000","16,500",2011
21351,2016.0,9.0,27/9/2016,ness-ziona-rehovot,,4,108,,"1,755,000","16,250",1990
21352,2016.0,9.0,27/9/2016,ness-ziona-rehovot,,5,217,,"2,800,000","12,903",2003
21353,2016.0,9.0,27/9/2016,ness-ziona-rehovot,,3,63,,"800,000","12,698",1970
21354,2016.0,9.0,27/9/2016,ness-ziona-rehovot,,4,114,,"1,850,000","16,228",2016
21355,2016.0,9.0,27/9/2016,ness-ziona-rehovot,אהרוני ישראל 24,5,125,5,"2,290,000","18,320",2016
