,DealYear,DealMonth,Date,Area,Address,Rooms,Surface,Floor,Price,PPSQM,BuildYear
18841,2020,1,30/01/2020,rishon-lezion-area,,3,76,,"2,150,000","28,289",1995
18842,2020,1,30/01/2020,rishon-lezion-area,יברבוים 5,3,76,4,"2,150,000","28,289",1995
18843,2020,1,30/01/2020,rishon-lezion-area,רוזנשטיין מרדכי 15,5,120,,"2,585,000","21,541",2019
18844,2020,1,30/01/2020,rishon-lezion-area,,4,100,,"1,865,000","18,650",2019
18845,2020,1,30/01/2020,rishon-lezion-area,,4.5,95,,"1,585,000","16,684",1970
18846,2020,1,29/01/2020,rishon-lezion-area,,3,79,,"966,574","12,235",2020
18847,2020,1,29/01/2020,rishon-lezion-area,בן אליעזר 32,5,161,7,"3,090,000","19,192",1993
18848,2020,1,29/01/2020,rishon-lezion-area,מרבד הקסמים 1,6,205,,"2,775,000","13,536",2006
18849,2020,1,29/01/2020,rishon-lezion-area,,6,152,,"1,809,765","11,906",2020
18850,2020,1,29/01/2020,rishon-lezion-area,מבצע קדש 11,4,74,1,"1,530,000","20,675",1980
18851,2010,12,31/12/2010,ness-ziona-rehovot,סמילנסקי 12,4,108,4,"1,450,000","13,425",2010
18852,2010,12,31/12/2010,ness-ziona-rehovot,שדרות מקס ואמפרו שיין 13,5,128,15,"1,678,000","13,109",2010
18853,2010,12,31/12/2010,ness-ziona-rehovot,אזורי רחובות 13,4,102,7,"1,222,500","11,985",2012
18854,2010,12,31/12/2010,ness-ziona-rehovot,,4,100,5,"1,109,000","11,090",2010
18855,2010,12,31/12/2010,ness-ziona-rehovot,גורדון א.ד. 99,4,85,15,"1,530,000","18,000",2010
18856,2010,12,31/12/2010,ness-ziona-rehovot,הר הצופים 99,5,125,,"1,450,000","11,600",2010
18857,2010,12,31/12/2010,ness-ziona-rehovot,טוכמן יעקב 154,3,54,2,"153,435","2,841",1962
18858,2010,12,31/12/2010,ness-ziona-rehovot,"ויסגל מאיר,דרך 1",4,100,8,"1,155,160","11,551",2011
18859,2010,12,31/12/2010,ness-ziona-rehovot,,4,90,7,"1,090,000","12,111",2010
18860,2010,12,31/12/2010,ness-ziona-rehovot,ש בן ציון 13,4,93,4,"1,200,000","12,903",1970
18861,2010,12,31/12/2010,ness-ziona-rehovot,"עמ""י 10",4,84,2,"1,120,000","13,333",2000
18862,2010,12,31/12/2010,ness-ziona-rehovot,נוה עובד 99,5,140,,"2,303,000","16,450",2010
18863,2010,12,31/12/2010,ness-ziona-rehovot,,4,90,,"1,090,000","12,111",2010
18864,2010,12,31/12/2010,ness-ziona-rehovot,,4,100,,"1,155,160","11,551",2011
18865,2010,12,31/12/2010,ness-ziona-rehovot,,5,125,,"1,450,000","11,600",2010
18866,2010,12,31/12/2010,ness-ziona-rehovot,הר הצופים 99,5,125,,"1,450,000","11,600",2010
18867,2010,12,31/12/2010,ness-ziona-rehovot,,4,100,5,"1,109,000","11,090",2010
18868,2010,12,31/12/2010,ness-ziona-rehovot,,4,90,7,"1,090,000","12,111",2010
18869,2010,12,31/12/2010,ness-ziona-rehovot,"ויסגל מאיר,דרך 1",4,100,8,"1,155,160","11,551",2011
18870,2010,12,31/12/2010,ness-ziona-rehovot,,4,100,,"1,109,000","11,090",2010
18871,2010,12,28/12/2010,ness-ziona-rehovot,נוה עובד 99,6,145,1,"1,905,568","13,141",2010
18872,2010,12,28/12/2010,ness-ziona-rehovot,בגין מנחם 2,5,139,,"1,710,261","12,304",2012
18873,2010,12,28/12/2010,ness-ziona-rehovot,דרך מנחם בגין 99,5,125,3,"1,511,245","12,089",2011
18874,2010,12,28/12/2010,ness-ziona-rehovot,חכם עפג''ין אברהם 3,4.5,108,8,"1,380,000","12,777",2003
18875,2010,12,28/12/2010,ness-ziona-rehovot,נוה עובד 1,6,150,,"3,300,000","22,000",2011
18876,2010,12,28/12/2010,ness-ziona-rehovot,הר הצופים 31,5,127,,"1,290,000","10,157",2006
18877,2010,12,28/12/2010,ness-ziona-rehovot,דב 1,4,100,1,"1,000,000","10,000",2012
18878,2010,12,28/12/2010,ness-ziona-rehovot,דרך מנחם בגין 99,5,125,4,"1,519,315","12,154",2010
18879,2010,12,28/12/2010,ness-ziona-rehovot,,4,104,3,"1,103,000","10,605",2010
18880,2010,12,28/12/2010,ness-ziona-rehovot,דב 1,4,100,1,"1,000,000","10,000",2012
18881,2010,11,30/11/2010,ness-ziona-rehovot,,4,103,3,"1,070,000","10,388",2011
18882,2010,11,30/11/2010,ness-ziona-rehovot,גבריאלוב 31,3,75,2,"535,000","7,133",1980
18883,2010,11,30/11/2010,ness-ziona-rehovot,אמנון ותמר 99,4,100,4,"1,142,528","11,425",2010
18884,2010,11,30/11/2010,ness-ziona-rehovot,נוה עובד 99,5,123,,"2,264,500","18,410",2010
18885,2010,11,30/11/2010,ness-ziona-rehovot,,5,139,1,"1,390,000","10,000",2010
18886,2010,11,30/11/2010,ness-ziona-rehovot,הטייסים 12,3,70,2,"880,000","12,571",1975
18887,2010,11,30/11/2010,ness-ziona-rehovot,עזרא 20,4,113,2,"1,050,000","9,292",1983
18888,2010,11,30/11/2010,ness-ziona-rehovot,בר-לב חיים 18,7,230,,"4,550,000","19,782",1999
18889,2010,11,30/11/2010,ness-ziona-rehovot,בר לב חיים 15,5,165,,"2,671,842","16,192",2010
18890,2010,11,30/11/2010,ness-ziona-rehovot,כרמל 1,5,150,,"1,646,000","10,973",2011
18891,2010,11,30/11/2010,ness-ziona-rehovot,האחים ארקין 8,4,106,2,"1,336,709","12,610",2010
18892,2010,11,30/11/2010,ness-ziona-rehovot,דרך מנחם בגין 99,5,125,5,"1,529,315","12,234",2010
18893,2010,11,30/11/2010,ness-ziona-rehovot,"ששת הימים, דרך 1",4,107,2,"1,198,000","11,196",2012
18894,2010,11,30/11/2010,ness-ziona-rehovot,אורן 22,5,120,,"6,584,000","54,866",2000
18895,2010,11,30/11/2010,ness-ziona-rehovot,,4,95,,"1,500,000","15,789",2003
18896,2010,11,30/11/2010,ness-ziona-rehovot,,5,100,,"2,400,000","24,000",2010
18897,2010,11,30/11/2010,ness-ziona-rehovot,גבריאלוב קלמן 33,3,75,2,"535,000","7,133",1980
18898,2010,11,30/11/2010,ness-ziona-rehovot,,4,106,,"1,336,709","12,610",2010
18899,2010,11,30/11/2010,ness-ziona-rehovot,,4,107,,"1,198,000","11,196",2012
18900,2010,11,30/11/2010,ness-ziona-rehovot,,3,75,,"535,000","7,133",1980
18901,2010,11,30/11/2010,ness-ziona-rehovot,ויצמן חיים 43,5,100,6,"2,400,000","24,000",2010
18902,2010,11,30/11/2010,ness-ziona-rehovot,,5,123,,"2,264,500","18,410",2010
18903,2010,11,30/11/2010,ness-ziona-rehovot,"ששת הימים, דרך 1",4,107,2,"1,198,000","11,196",2012
18904,2010,11,30/11/2010,ness-ziona-rehovot,,7,230,,"4,550,000","19,782",1999
18905,2010,11,30/11/2010,ness-ziona-rehovot,נוה עובד 99,5,123,,"2,264,500","18,410",2010
18906,2010,11,30/11/2010,ness-ziona-rehovot,"בר-לב חיים,רא""ל 18",7,230,,"4,550,000","19,782",1999
18907,2010,11,30/11/2010,ness-ziona-rehovot,הגורן 50,3,65,3,"650,000","10,000",2006
18908,2010,11,30/11/2010,ness-ziona-rehovot,הרב הרצוג 43,5,100,6,"2,400,000","24,000",2010
18909,2010,11,30/11/2010,ness-ziona-rehovot,ש בן ציון 40,4,95,1,"1,500,000","15,789",2003
18910,2010,11,30/11/2010,ness-ziona-rehovot,אמנון ותמר 99,4,98,2,"1,102,528","11,250",2010
18911,2010,10,31/10/2010,ness-ziona-rehovot,האגוז 2,3,60,3,"1,000,000","16,666",2002
18912,2010,10,31/10/2010,ness-ziona-rehovot,הר הצופים 5,4,89,6,"1,220,000","13,707",2002
18913,2010,10,31/10/2010,ness-ziona-rehovot,נוה עובד 20,6,130,5,"2,075,000","15,961",2011
18914,2010,10,31/10/2010,ness-ziona-rehovot,הר הצופים 13,4,90,,"1,210,000","13,444",2002
18915,2010,10,31/10/2010,ness-ziona-rehovot,נוה עובד 99,5,125,3,"1,852,320","14,818",2010
18916,2010,10,31/10/2010,ness-ziona-rehovot,אחים קיבוביץ' 99,4.5,118,1,"1,203,598","10,199",2010
18917,2010,10,31/10/2010,ness-ziona-rehovot,האירוס 1,4,115,4,"1,100,000","9,565",1995
18918,2010,10,31/10/2010,ness-ziona-rehovot,הרמן מאיר 17,3,75,1,"1,000,000","13,333",1995
18919,2010,10,31/10/2010,ness-ziona-rehovot,אטד 99,5,123,5,"1,187,450","9,654",2012
18920,2010,10,31/10/2010,ness-ziona-rehovot,האימהות 8,4,129,2,"1,440,000","11,162",2012
18921,2010,10,31/10/2010,ness-ziona-rehovot,,4,100,2,"1,055,000","10,550",2010
18922,2010,10,31/10/2010,ness-ziona-rehovot,גרשון שרשבסקי,5,140,,"1,650,000","11,785",2012
18923,2010,10,31/10/2010,ness-ziona-rehovot,אברהם מרדכי לוין 3,5,120,2,"1,412,000","11,766",2005
18924,2010,10,31/10/2010,ness-ziona-rehovot,אטד 99,5,123,6,"1,232,600","10,021",2010
18925,2010,10,31/10/2010,ness-ziona-rehovot,מירון אליהו 47,6,150,,"2,000,000","13,333",1996
18926,2010,10,31/10/2010,ness-ziona-rehovot,הר הצופים 20,5,152,5,"1,415,000","9,309",2004
18927,2010,10,31/10/2010,ness-ziona-rehovot,,4,100,4,"1,040,000","10,400",2010
18928,2010,10,31/10/2010,ness-ziona-rehovot,גולדברג 38,3,79,3,"915,000","11,582",1975
18929,2010,10,31/10/2010,ness-ziona-rehovot,ש בן ציון 27,4,87,4,"1,000,000","11,494",1976
18930,2010,10,31/10/2010,ness-ziona-rehovot,שדרות פנחס בן דוד קפרא 15,4,101,8,"1,340,000","13,267",2009
18931,2010,10,31/10/2010,ness-ziona-rehovot,ההדרים 3,7,332,,"5,050,000","15,210",1987
18932,2010,10,31/10/2010,ness-ziona-rehovot,,3,79,,"915,000","11,582",1975
18933,2010,10,31/10/2010,ness-ziona-rehovot,הרמן מאיר 17,3,75,1,"1,000,000","13,333",1995
18934,2010,10,31/10/2010,ness-ziona-rehovot,נוה עובד 99,5,125,3,"1,852,320","14,818",2010
18935,2010,10,31/10/2010,ness-ziona-rehovot,האימהות 8,4,129,2,"1,440,000","11,162",2012
18936,2010,10,31/10/2010,ness-ziona-rehovot,אגוז 2,3,60,3,"1,000,000","16,666",2002
18937,2010,10,31/10/2010,ness-ziona-rehovot,,4,87,,"1,000,000","11,494",1976
18938,2010,10,31/10/2010,ness-ziona-rehovot,,6,130,,"2,075,000","15,961",2011
18939,2010,10,31/10/2010,ness-ziona-rehovot,,3,60,,"1,000,000","16,666",2002
18940,2010,10,31/10/2010,ness-ziona-rehovot,,4.5,118,,"1,203,598","10,199",2010
18941,2010,9,29/09/2010,ness-ziona-rehovot,משה אידלבאום 99,5,117,5,"1,372,787","11,733",2007
18942,2010,9,29/09/2010,ness-ziona-rehovot,אמנון ותמר 1,4,103,7,"1,049,000","10,184",2010
18943,2010,9,28/09/2010,ness-ziona-rehovot,כרמל 3,4,110,3,"1,350,000","12,272",2004
18944,2010,9,28/09/2010,ness-ziona-rehovot,השומרים 14,3,70,,"2,002,003","28,600",1953
18945,2010,9,28/09/2010,ness-ziona-rehovot,בן ציון ש. 2,2.5,55,1,"810,000","14,727",1975
18946,2010,9,28/09/2010,ness-ziona-rehovot,שקולניק אהרון 2,4,79,5,"1,035,000","13,101",1980
18947,2010,9,28/09/2010,ness-ziona-rehovot,אשכול 24,3,60,,"1,560,000","26,000",1980
18948,2010,9,28/09/2010,ness-ziona-rehovot,נוה עובד 99,4,100,1,"1,437,500","14,375",2010
18949,2010,9,28/09/2010,ness-ziona-rehovot,האמהות 15,4,122,5,"1,450,000","11,885",2007
18950,2010,9,28/09/2010,ness-ziona-rehovot,מצדה 3,5,120,,"1,800,000","15,000",1980
18951,2010,9,27/09/2010,ness-ziona-rehovot,כרמל 9,4,110,9,"1,435,000","13,045",2004
18952,2010,9,27/09/2010,ness-ziona-rehovot,משה אידלבאום 99,5,117,9,"1,401,714","11,980",2007
18953,2010,9,26/09/2010,ness-ziona-rehovot,הר הצופים 9,4,97,3,"1,250,000","12,886",2008
18954,2010,9,26/09/2010,ness-ziona-rehovot,הר הצופים 99,5,125,16,"1,950,000","15,600",2010
18955,2010,9,26/09/2010,ness-ziona-rehovot,נוה עובד 99,5,125,2,"1,887,400","15,099",2010
18956,2010,9,24/09/2010,ness-ziona-rehovot,ברושים 39,6,230,,"2,880,000","12,521",2009
18957,2010,9,22/09/2010,ness-ziona-rehovot,גן הפקאן 9,5,125,6,"1,700,000","13,600",2010
18958,2010,9,22/09/2010,ness-ziona-rehovot,דרך מנחם בגין 39,5,125,6,"1,584,245","12,673",2010
18959,2010,9,22/09/2010,ness-ziona-rehovot,ברקת 12,5,126,1,"1,750,000","13,888",1996
18960,2010,9,21/09/2010,ness-ziona-rehovot,,5,124,3,"1,104,000","8,903",2010
18961,2010,9,21/09/2010,ness-ziona-rehovot,משה אידלבאום 99,5,117,11,"1,431,658","12,236",2007
18962,2010,9,21/09/2010,ness-ziona-rehovot,הר הצופים 5,5,125,7,"1,600,000","12,800",1992
18963,2010,9,21/09/2010,ness-ziona-rehovot,שמעון דובנוב 99,5,126,2,"1,102,000","8,746",2010
18964,2010,9,21/09/2010,ness-ziona-rehovot,נוה עובד 99,5,168,9,"2,275,666","13,545",2010
18965,2010,9,21/09/2010,ness-ziona-rehovot,יהודה לייב יוספזון 99,5,119,3,"1,519,038","12,765",2010
18966,2010,9,21/09/2010,ness-ziona-rehovot,נורית 7,3.5,140,,"6,000,000","42,857",2007
18967,2010,9,21/09/2010,ness-ziona-rehovot,אלוני דב 3,6,180,,"1,645,000","9,138",2010
18968,2010,9,21/09/2010,ness-ziona-rehovot,יהודה לייב יוספזון 6,5,122,3,"1,539,970","12,622",2010
18969,2010,9,21/09/2010,ness-ziona-rehovot,גן הפקאן,4,100,4,"1,410,000","14,100",2012
18970,2010,9,21/09/2010,ness-ziona-rehovot,הרב דוד ישראל 78,3,62,2,"600,000","9,677",1975
18971,2010,8,31/08/2010,ness-ziona-rehovot,נוה עובד 99,4,100,4,"1,662,832","16,628",2010
18972,2010,8,31/08/2010,ness-ziona-rehovot,הר הצופים 2,5,125,1,"1,349,000","10,792",2010
18973,2010,8,31/08/2010,ness-ziona-rehovot,איזנברג אהרון 2,3,80,13,"1,252,650","15,658",2010
18974,2010,8,30/08/2010,ness-ziona-rehovot,הר מירון 14,6,160,,"4,000,000","25,000",2000
18975,2010,8,30/08/2010,ness-ziona-rehovot,אהרוני ישראל 16,5,112,3,"1,500,000","13,392",1995
18976,2010,8,30/08/2010,ness-ziona-rehovot,לוין אפשטין 23,4,79,5,"950,000","12,025",2000
18977,2010,8,30/08/2010,ness-ziona-rehovot,יהודה לייב יוספזון 1,5,122,6,"1,609,980","13,196",2010
18978,2010,8,30/08/2010,ness-ziona-rehovot,נוה עובד 99,5,125,1,"1,650,000","13,200",2010
18979,2010,8,30/08/2010,ness-ziona-rehovot,,4,79,,"950,000","12,025",2000
18980,2010,8,30/08/2010,ness-ziona-rehovot,נוה עובד 99,5,125,1,"1,650,000","13,200",2010
18981,2010,8,30/08/2010,ness-ziona-rehovot,,5,112,,"1,500,000","13,392",1995
18982,2010,8,30/08/2010,ness-ziona-rehovot,סמילנסקי משה 20,4,79,5,"950,000","12,025",2000
18983,2010,8,30/08/2010,ness-ziona-rehovot,,5,122,6,"1,609,980","13,196",2010
18984,2010,8,30/08/2010,ness-ziona-rehovot,,5,122,,"1,609,980","13,196",2010
18985,2010,8,30/08/2010,ness-ziona-rehovot,אהרוני ישראל 16,5,112,3,"1,500,000","13,392",1995
18986,2010,8,30/08/2010,ness-ziona-rehovot,,5,125,,"1,650,000","13,200",2010
18987,2010,8,29/08/2010,ness-ziona-rehovot,ש בן ציון 13,5,91,2,"1,210,000","13,296",1970
18988,2010,8,29/08/2010,ness-ziona-rehovot,פלדי יחיאל 1,3,74,6,"850,000","11,486",1990
18989,2010,8,29/08/2010,ness-ziona-rehovot,מערב רחובות 8,5,123,,"1,363,000","11,081",2010
18990,2010,8,29/08/2010,ness-ziona-rehovot,מרדכי אנילביץ' 99,5,127,6,"1,200,000","9,448",2010
18991,2010,8,29/08/2010,ness-ziona-rehovot,צאלון 99,5,123,12,"1,212,600","9,858",2010
18992,2010,8,29/08/2010,ness-ziona-rehovot,יהודה לייב יוספזון 99,4,100,5,"1,410,000","14,100",2010
18993,2010,8,29/08/2010,ness-ziona-rehovot,יהודה לייב יוספזון 1,5,127,5,"1,604,450","12,633",2010
18994,2010,8,29/08/2010,ness-ziona-rehovot,הרצל 144,5,115,7,"1,325,000","11,521",2010
18995,2010,8,29/08/2010,ness-ziona-rehovot,,5,127,6,"1,200,000","9,448",2010
18996,2010,8,29/08/2010,ness-ziona-rehovot,,5,91,,"1,210,000","13,296",1970
18997,2010,8,29/08/2010,ness-ziona-rehovot,,5,127,,"1,200,000","9,448",2010
18998,2010,8,29/08/2010,ness-ziona-rehovot,,4,100,5,"1,410,000","14,100",2010
18999,2010,8,29/08/2010,ness-ziona-rehovot,הרצל 144,5,115,7,"1,325,000","11,521",2010
19000,2010,8,29/08/2010,ness-ziona-rehovot,,5,127,5,"1,604,450","12,633",2010
19001,2010,7,30/07/2010,ness-ziona-rehovot,האירוס 9,4.5,92,,"1,170,000","12,717",1994
19002,2010,7,30/07/2010,ness-ziona-rehovot,הר הצופים 25,5.5,130,7,"1,835,000","14,115",2002
19003,2010,7,30/07/2010,ness-ziona-rehovot,נוה עובד 16,1,1,,"16,800","16,800",2010
19004,2010,7,30/07/2010,ness-ziona-rehovot,ויסבורג חיים 5,3,66,3,"880,000","13,333",1980
19005,2010,7,30/07/2010,ness-ziona-rehovot,צאלון 3,3,72,1,"835,000","11,597",1998
19006,2010,7,29/07/2010,ness-ziona-rehovot,הפועל הצעיר 4,5,100,1,"900,000","9,000",1997
19007,2010,7,29/07/2010,ness-ziona-rehovot,נוה עובד 3,4.5,1,,"1,570,000",,2010
19008,2010,7,29/07/2010,ness-ziona-rehovot,פרשני אברהם 12,4,86,6,"1,000,000","11,627",1995
19009,2010,7,29/07/2010,ness-ziona-rehovot,נוה עובד 11,5,125,2,"1,857,760","14,862",2010
19010,2010,7,29/07/2010,ness-ziona-rehovot,כרמל 312,3.5,95,,"1,205,000","12,684",2010
19011,2010,7,29/07/2010,ness-ziona-rehovot,הרב שאולי 3,3,68,,"1,000,000","14,705",2001
19012,2010,7,29/07/2010,ness-ziona-rehovot,נוה עובד 13,5,119,,"1,457,503","12,247",2011
19013,2010,7,29/07/2010,ness-ziona-rehovot,חיים טפר 3,4,100,,"1,317,000","13,170",1985
19014,2010,7,29/07/2010,ness-ziona-rehovot,"שיין מקס ואמפרו,שד 11",5,125,10,"1,450,000","11,600",2009
19015,2010,7,29/07/2010,ness-ziona-rehovot,המלכים 9,4,100,,"1,375,000","13,750",2010
19016,2010,7,29/07/2010,ness-ziona-rehovot,נוה עובד 57,6,170,,"2,073,000","12,194",2011
19017,2010,7,29/07/2010,ness-ziona-rehovot,אחד העם 6,3,73,2,"870,000","11,917",1965
19018,2010,7,29/07/2010,ness-ziona-rehovot,נוה עובד 13,5,119,,"1,457,503","12,247",2011
19019,2010,7,29/07/2010,ness-ziona-rehovot,,3,68,,"1,000,000","14,705",2001
19020,2010,7,29/07/2010,ness-ziona-rehovot,טפר חיים 3,4,100,,"1,317,000","13,170",1985
19021,2010,7,29/07/2010,ness-ziona-rehovot,נוה עובד 11,5,125,2,"1,857,760","14,862",2010
19022,2010,7,29/07/2010,ness-ziona-rehovot,,5,119,,"1,457,503","12,247",2011
19023,2010,7,29/07/2010,ness-ziona-rehovot,,5,125,,"1,857,760","14,862",2010
19024,2010,7,29/07/2010,ness-ziona-rehovot,שאולי 3,3,68,,"1,000,000","14,705",2001
19025,2010,7,29/07/2010,ness-ziona-rehovot,אחד העם 6,3,73,2,"870,000","11,917",1965
19026,2010,7,29/07/2010,ness-ziona-rehovot,המלכים 9,4,100,,"1,375,000","13,750",2010
19027,2010,7,29/07/2010,ness-ziona-rehovot,"שיין מקס ואמפרו,שד 11",5,125,10,"1,450,000","11,600",2009
19028,2010,7,29/07/2010,ness-ziona-rehovot,,4,100,,"1,317,000","13,170",1985
19029,2010,7,29/07/2010,ness-ziona-rehovot,נוה עובד 57,6,170,,"2,073,000","12,194",2011
19030,2010,7,29/07/2010,ness-ziona-rehovot,,5,100,,"900,000","9,000",1997
19031,2010,6,30/06/2010,ness-ziona-rehovot,נוה עובד 11,5,125,,"1,662,299","13,298",2010
19032,2010,6,30/06/2010,ness-ziona-rehovot,העצמאות 25,3,50,,"700,000","14,000",1975
19033,2010,6,30/06/2010,ness-ziona-rehovot,נוה עובד 99,5,125,1,"1,650,000","13,200",2010
19034,2010,6,30/06/2010,ness-ziona-rehovot,נוה עובד 99,5,125,2,"1,820,000","14,560",2010
19035,2010,6,30/06/2010,ness-ziona-rehovot,פלדי יחיאל 7,3.5,83,,"1,320,000","15,903",2000
19036,2010,6,30/06/2010,ness-ziona-rehovot,הרצל 144,4,100,5,"1,155,000","11,550",2010
19037,2010,6,30/06/2010,ness-ziona-rehovot,גבעתי 8,4,104,4,"1,190,000","11,442",1990
19038,2010,6,30/06/2010,ness-ziona-rehovot,צאלון 7,5,123,15,"1,260,000","10,243",2010
19039,2010,6,30/06/2010,ness-ziona-rehovot,עונות השנה 3,4,111,1,"1,780,000","16,036",1992
19040,2010,6,30/06/2010,ness-ziona-rehovot,דב 5,4,90,,"920,000","10,222",2012
19041,2010,6,30/06/2010,ness-ziona-rehovot,נוה עובד 11,5,125,,"1,662,299","13,298",2010
19042,2010,6,30/06/2010,ness-ziona-rehovot,נוה עובד 99,5,125,2,"1,820,000","14,560",2010
19043,2010,6,30/06/2010,ness-ziona-rehovot,,4,104,,"1,190,000","11,442",1990
19044,2010,6,30/06/2010,ness-ziona-rehovot,סירני חיים 44,4.5,105,4,"1,340,000","12,761",1998
19045,2010,6,30/06/2010,ness-ziona-rehovot,עונות השנה 3,4,111,1,"1,780,000","16,036",1992
19046,2010,6,30/06/2010,ness-ziona-rehovot,נוה עובד 99,5,125,1,"1,650,000","13,200",2010
19047,2010,6,30/06/2010,ness-ziona-rehovot,,4.5,105,,"1,340,000","12,761",1998
19048,2010,6,30/06/2010,ness-ziona-rehovot,,5,123,15,"1,260,000","10,243",2010
19049,2010,6,30/06/2010,ness-ziona-rehovot,,5,123,,"1,260,000","10,243",2010
19050,2010,6,30/06/2010,ness-ziona-rehovot,,5,125,,"1,820,000","14,560",2010
19051,2010,6,30/06/2010,ness-ziona-rehovot,,3,50,,"700,000","14,000",1975
19052,2010,6,30/06/2010,ness-ziona-rehovot,פלדי יחיאל 7,3.5,83,,"1,320,000","15,903",2000
19053,2010,6,30/06/2010,ness-ziona-rehovot,,3.5,83,,"1,320,000","15,903",2000
19054,2010,6,30/06/2010,ness-ziona-rehovot,גבעתי 8,4,104,4,"1,190,000","11,442",1990
19055,2010,6,30/06/2010,ness-ziona-rehovot,,5,125,,"1,650,000","13,200",2010
19056,2010,6,30/06/2010,ness-ziona-rehovot,,4,111,,"1,780,000","16,036",1992
19057,2010,6,30/06/2010,ness-ziona-rehovot,העצמאות 25,3,50,,"700,000","14,000",1975
19058,2010,6,30/06/2010,ness-ziona-rehovot,דב 99,4,90,1,"920,000","10,222",2011
19059,2010,6,30/06/2010,ness-ziona-rehovot,פלדי יחיאל 2,4.5,105,4,"1,340,000","12,761",1998
19060,2010,6,30/06/2010,ness-ziona-rehovot,,4,90,,"920,000","10,222",2012
19061,2010,5,31/05/2010,ness-ziona-rehovot,הר הצופים 1,3,68,1,"1,000,000","14,705",2003
19062,2010,5,31/05/2010,ness-ziona-rehovot,חיים טפר 1,5,115,3,"1,500,000","13,043",1980
19063,2010,5,31/05/2010,ness-ziona-rehovot,האדמור מקרעשניף 8,4,105,1,"980,000","9,333",1972
19064,2010,5,31/05/2010,ness-ziona-rehovot,בלקינד ישראל 1,5,100,6,"1,235,000","12,350",1990
19065,2010,5,31/05/2010,ness-ziona-rehovot,דובנוב שמעון 99,5,127,2,"1,160,000","9,133",2011
19066,2010,5,31/05/2010,ness-ziona-rehovot,העליה 1,3,60,4,"420,000","7,000",1990
19067,2010,5,31/05/2010,ness-ziona-rehovot,נוה עובד,6,160,,"2,353,000","14,706",2010
19068,2010,5,31/05/2010,ness-ziona-rehovot,כרמל 312,5,125,13,"1,304,166","10,433",2010
19069,2010,5,31/05/2010,ness-ziona-rehovot,"בן גוריון דוד,דרך 8",4,105,3,"1,043,400","9,937",2009
19070,2010,5,31/05/2010,ness-ziona-rehovot,צאלון 8,4,105,9,"1,114,100","10,610",2010
19071,2010,5,31/05/2010,ness-ziona-rehovot,גורדון 34,3,68,,"880,000","12,941",1990
19072,2010,5,31/05/2010,ness-ziona-rehovot,סמילנסקי 15,5,110,1,"1,430,000","13,000",2000
19073,2010,5,31/05/2010,ness-ziona-rehovot,,4,105,,"1,114,100","10,610",2010
19074,2010,5,31/05/2010,ness-ziona-rehovot,צאלון 8,4,105,9,"1,114,100","10,610",2010
19075,2010,5,31/05/2010,ness-ziona-rehovot,ההגנה 52,4,105,1,"980,000","9,333",1972
19076,2010,5,31/05/2010,ness-ziona-rehovot,"בן גוריון דוד,דרך 8",4,105,3,"1,043,400","9,937",2009
19077,2010,5,31/05/2010,ness-ziona-rehovot,גורדון א.ד. 34,3,68,,"880,000","12,941",1990
19078,2010,5,31/05/2010,ness-ziona-rehovot,,6,160,,"2,353,000","14,706",2010
19079,2010,5,31/05/2010,ness-ziona-rehovot,,5,110,,"1,430,000","13,000",2000
19080,2010,5,31/05/2010,ness-ziona-rehovot,בלקינד ישראל 1,5,100,6,"1,235,000","12,350",1990
19081,2010,5,31/05/2010,ness-ziona-rehovot,,5,115,,"1,500,000","13,043",1980
19082,2010,5,31/05/2010,ness-ziona-rehovot,סמילנסקי משה 15,5,110,1,"1,430,000","13,000",2000
19083,2010,5,31/05/2010,ness-ziona-rehovot,העליה 1,3,60,4,"420,000","7,000",1990
19084,2010,5,31/05/2010,ness-ziona-rehovot,,3,60,,"420,000","7,000",1990
19085,2010,5,31/05/2010,ness-ziona-rehovot,,5,100,,"1,235,000","12,350",1990
19086,2010,5,31/05/2010,ness-ziona-rehovot,נוה עובד,6,160,,"2,353,000","14,706",2010
19087,2010,5,31/05/2010,ness-ziona-rehovot,עמק השושנים 18,5,115,3,"1,500,000","13,043",1980
19088,2010,5,31/05/2010,ness-ziona-rehovot,,4,105,,"1,043,400","9,937",2009
19089,2010,5,31/05/2010,ness-ziona-rehovot,,5,127,,"1,160,000","9,133",2011
19090,2010,5,31/05/2010,ness-ziona-rehovot,,4,105,,"980,000","9,333",1972
19091,2010,4,30/04/2010,ness-ziona-rehovot,נוה עובד 7,3,99,4,"1,223,000","12,353",2012
19092,2010,4,30/04/2010,ness-ziona-rehovot,לוין אפשטין 50,4,74,3,"980,000","13,243",1975
19093,2010,4,30/04/2010,ness-ziona-rehovot,"הבעש""ט 10",2.5,58,3,"628,000","10,827",1966
19094,2010,4,30/04/2010,ness-ziona-rehovot,גורדון 37,4,93,4,"980,000","10,537",1980
19095,2010,4,30/04/2010,ness-ziona-rehovot,דרך יום הכיפורים 94,1,1,,,,2010
19096,2010,4,30/04/2010,ness-ziona-rehovot,סעדיה נחום 66,2,75,,"320,000","4,266",1943
19097,2010,4,30/04/2010,ness-ziona-rehovot,נוה עובד,5,1,,"1,785,000",,1900
19098,2010,4,30/04/2010,ness-ziona-rehovot,נוה עובד 22,5,1,,"1,785,000",,1900
